港澳频道,#genre#
凤凰中文,https://stream1.freetv.fun/2b657a181daa345025199e7d6b8de95a1a87b19abceafbd16e2499a49da33c6f.m3u8
凤凰中文[854*480],https://stream1.freetv.fun/2cd8b0d0e8b7bda9c76ae4e0d554782532055b48e88e266f743eaa21ca7e44e0.ctv
REDADEVENIR,https://stream1.freetv.fun/2e4b94d397fdade1d37b8a787805689218c81842409316eb8b9b99c608c1788c.m3u8
IAMCHANNEL,https://stream1.freetv.fun/2eb55d4ac090cf4841b751e868a6f99fd210a4c12249aeba121da2287cb7fdfe.m3u8
1905国外电影,https://stream1.freetv.fun/331cc076abfa3a3d14c2e569383699927061a9e11a396a4d7e70296f565ac0a1.ctv
东森超视34.5,https://stream1.freetv.fun/41abf308e03f0e00cf97633b2892d5477b3329bae64920ad101c87398baf61a6.m3u8
凤凰中文,https://stream1.freetv.fun/4e695e885cc20b20b7e3ec874fe52ed75e27443778c8ff29e498c4c9d7cec4a0.m3u8
耀才财经,https://stream1.freetv.fun/4eb5076e2c3d0b2d37160044f2676c072abecaaa7b3e9ddc24230af1e824d4cb.m3u8
PLUTOTVBACKCOUNTRY,https://stream1.freetv.fun/59522ee95677c7a5e7ce50840aae02314ba43e3164dd78bfb694965d6f70ea50.m3u8
TVBTHAI,https://stream1.freetv.fun/5dd3c14f3e19ecc84d7b3f07558a4f8276ec6f23f74f678723c2a0d75b6d3a34.m3u8
凤凰资讯,https://stream1.freetv.fun/5fb13a1ac8acfc0fbc7121568b65c78e0383919949c35c2a7f278a1ddd081e2b.m3u8
AXN[720*540],https://stream1.freetv.fun/60d1a814f3b2abd27ed578ed604c654c1ce3e5c0931d9eaa3d5ab05c8bf85ea8.ctv
M1905电影网,https://stream1.freetv.fun/7c295dc2c4e92aa293b6f115ad870c965630ec1184ae7acf00fe1a2ba324980a.ctv
FOXSPORTS,https://stream1.freetv.fun/7f732e6ee3421436a00f364fb758d82ff4ef3666e97c385e7a81e70076a55a92.m3u8
凤凰中文,https://stream1.freetv.fun/91dffd2dca60b65821a94747f2f3020dfc9642bb89f86ed7fa6d8b0b7487c5d2.m3u8
549爱讲神话的小志,https://stream1.freetv.fun/9228f039ad5aebefe91fec5b596c4ab9bc86f615fac3c9fbc478652ec43a608c.ctv
PLUTOTVBACKCOUNTRY,https://stream1.freetv.fun/96e0c3f444c69c4d71326a8511ba37244d8e4b16c8debae3cfb7c5e757a3aeda.m3u8
IAMCHANNEL,https://stream1.freetv.fun/a2db5993e1a6f633acdd9a652d5048d892c537eb64fb8e16f43cb0eb0e5e7670.m3u8
凤凰资讯,https://stream1.freetv.fun/a5857ad51b58a0f7a8c9cbdf291571692b0eed9f5ab2cfce97a211260533c0d8.m3u8
翡翠台,https://stream1.freetv.fun/ba009d94229ed40a5d9289178463fba7aa31fb0622f8ab2d66c01147828743ab.m3u8
翡翠,https://stream1.freetv.fun/bcc3b37d4563a9b1907324fc914e8a5f60d904fd6e0edaea3c4b63c356c57a55.m3u8
凤凰资讯,https://stream1.freetv.fun/bfd140266f0bc1d9689c8cca261521038b45d662a160a3785d45d074b26899c2.m3u8
1905国内电影,https://stream1.freetv.fun/c90deb63a57dd1f999a2c662d45ca501c5f271dcc46bf2b3d1384f7a3c498c35.ctv
RTHK35,https://stream1.freetv.fun/cabd18457f278cda40ac160bccabf77a6b0ad341e50a00bd62620d78819dd220.m3u8
哈蜜1,https://stream1.freetv.fun/d1e59c7197a2ab019054d5914dd718232668d6ec18c8f0017874e276f7fbb742.ctv
东森,https://stream1.freetv.fun/d9a679454b6c0b5dad7d457df83d71fb9a68adec2c5f603770e94b88152c5d49.m3u8
凤凰中文[720*576],https://stream1.freetv.fun/fe3d3346f748e4ec230691be958aff27e91c225b43b5855685cd1fbe79c56f60.m3u8
AMC最爱电影,https://sxg.btjson.us.kg/litv/4gtv-4gtv017
TVBS精采台,https://sxg.btjson.us.kg/litv/4gtv-4gtv067
伤感情歌DJ,https://vd3.bdstatic.com/mda-mkv7idcnxrgc3cnd/sc/cae_h264/1638257251905732477/mda-mkv7idcnxrgc3cnd.mp4
爱情神话,https://vip.ffzy-online.com/20221015/575_a2c32b8f/index.m3u8
澳门风云1,https://vip.ffzy-online.com/20221015/587_536debfc/index.m3u8
开箱嘤嘤怪,https://www.goodiptv.club/douyu/10319056
明月念星河,https://www.goodiptv.club/douyu/12021758
芳芳说故事,https://www.goodiptv.club/douyu/9401905
梁非凡吃点啥,https://www.goodiptv.club/huya/21059577
陈泽希,https://www.goodiptv.club/huya/21411905
梁非凡吔X啦,https://www.goodiptv.club/huya/23749083
稻谷Movie,https://www.goodiptv.club/huya/25767728
纬来日本,rtmp://f13h.mine.nu/sat/tv7711905电影国际,http://xxw.me0.cn/1905dy.php?id=1905b
环球奇观,rtsp://115.153.254.81/PLTV/88888888/224/3221226977/86128939.smil
环球旅游,rtsp://115.153.254.81/PLTV/88888888/224/3221227033/86502177.smil
